Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho #143: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-23.113901,-66.568853,07/03/2011
Hecho #144: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-35.561246,-70.244602,23/07/2025
Hecho #145: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-38.901360,-62.628975,17/03/2020
Hecho #146: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-45.922827,-54.583334,26/11/2008
Hecho #147: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",SISMO,-43.726654,-72.830383,24/03/2012
Hecho #148: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-37.297138,-71.877129,12/05/2008
Hecho #149: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SISMO,-40.077010,-64.659101,15/02/2016
Hecho #150: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",SISMO,-54.265189,-59.480682,08/12/2003
Hecho #151: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",VIENTO,-26.906075,-63.477991,12/07/2024
Hecho #152: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-24.530534,-55.049031,02/06/2025
Hecho #153: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-50.231531,-72.118309,08/09/2007
Hecho #154: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-36.162771,-66.197183,07/12/2005
Hecho #155: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-51.308425,-65.973042,19/11/2013
Hecho #156: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-32.143837,-66.197455,27/08/2016
Hecho #157: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-45.438051,-63.246282,28/07/2016
Hecho #158: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-32.579630,-57.188459,30/01/2001
Hecho #159: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-30.282183,-66.642348,23/04/2018
Hecho #160: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-28.865985,-58.110336,17/09/2001
Hecho #161: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-51.336808,-70.070691,21/10/2008
Hecho #162: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",VIENTO,-23.855597,-61.785503,16/06/2018
Hecho #163: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",SISMO,-47.172724,-65.498239,04/11/2022
Hecho #164: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-53.727973,-62.215784,09/05/2016
Hecho #165: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-36.135016,-70.845005,11/02/2004
Hecho #166: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-42.388642,-53.930743,06/07/2017
Hecho #167: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA ELECTRICA,-26.787149,-54.875718,14/12/2000
Hecho #168: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-27.519450,-56.472074,12/12/2005
Hecho #169: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-44.217278,-55.144344,09/03/2003
Hecho #170: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-22.601421,-70.066243,11/05/2025
Hecho #171: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",NEVADA,-45.108794,-62.925565,26/06/2009
Hecho #172: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-37.488058,-66.641817,18/05/2014
Hecho #173: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-46.297187,-55.252281,10/05/2020
Hecho #174: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-23.174519,-69.211246,18/12/2024
Hecho #175: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-49.403334,-68.601093,19/08/2025
Hecho #176: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-53.473039,-59.265711,24/03/2004
Hecho #177: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-40.206700,-71.222007,21/02/2010
Hecho #178: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-21.259231,-58.352656,06/06/2010
Hecho #179: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-24.682973,-67.637454,02/07/2020
Hecho #180: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-29.547327,-59.781293,23/08/2008
Hecho #181: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-24.713055,-55.539244,15/12/2005
Hecho #182: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",VIENTO,-24.622814,-60.807773,11/06/2019
Hecho #183: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-37.358816,-68.746325,30/09/2012
Hecho #184: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-44.258412,-72.016689,01/04/2019
Hecho #185: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-28.751577,-72.107721,13/10/2009
Hecho #186: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-32.503517,-71.223762,11/07/2012
Hecho #187: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-42.295637,-61.403642,26/03/2000
Hecho #188: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-51.788133,-66.035643,31/05/2000
Hecho #189: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-29.609153,-68.137860,04/01/2000
Hecho #190: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-46.076342,-68.613869,05/07/2004
Hecho #191: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-23.148353,-54.028369,13/12/2008
Hecho #192: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-46.807000,-70.623668,17/04/2001
Hecho #193: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-50.826230,-66.903712,20/02/2004
Hecho #194: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-26.742169,-63.570455,23/10/2021
Hecho #195: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",VIENTO,-49.788333,-72.991009,02/01/2022
Hecho #196: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-48.904878,-54.580936,18/06/2007
Hecho #197: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",SISMO,-34.620985,-71.018028,15/05/2024
Hecho #198: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-25.264891,-59.350588,14/01/2003
Hecho #199: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-48.321221,-60.422690,22/10/2000
